channel_id,all_comment_count,eng_comment_count
UCmlWSK_3tx1hEGswvKGnYbw,27,18
UCmmPgObSUPw1HL2lq6H4ffA,56,39
UCmnpMr4Md5CgZ5MdlghTYqA,47,43
UCmuqCD1-z48_-9KtDTHbQ5g,28,28
UCmv6kmr0gJltiqlu2AtcLHA,15,9
UCmvBVmiTrR6qlG2Merzx6tQ,28,13
UCn1USB9-5UqKJTSHd1JGcVw,2,1
UCn2YKsCiDpL3UjxIm4-RCoQ,15,14
UCn9W4PujTNjq4C_vlOgpyow,32,26
UCnDl1lJkp4KgEbJKLnVLPjQ,37,15
UCnFmIxjxfZsMLaTskyrRSfA,23,15
UCnI3TuOg8D3SCRPW8ET4EAg,18,16
UCnKmL-bJY3_qc40xqbo_4HQ,1,1
UCnLG3faqJVbi2BsvMS87Kng,22,20
UCnMn36GT_H0X-w5_ckLtlgQ,95,87
UCnOtD9H-cffACLfOJdk3cRw,21,11
UCnPjVVu__eOVZnAnjBiGhKA,28,15
UCnSDZWM7akmbgbwdECSPpow,4,4
UCnSR7_Oq-MdsZxfogsfk-Ug,23,9
UCnTzym6VmmyDiVEOnBIFfsg,24,13
UCnUqX0KIAu3svfrlkrYaZew,21,9
UCnXQ2UmtPSvbhD8E-jllazQ,2,2
UCnZixomZ5A25EUR4J4UBAag,28,25
UCnbIcS2C2SrUuDV7NX8mvRg,31,19
UCnfrIHGbtK7OSTYMS-zcOeQ,26,23
UCnhb2ElBlkFiaFq_rgbkDfA,34,15
UCnj-zykC0v_6LFxf5WndmwA,44,30
UCnmFy6kByDk4WiQ6gOIIFug,90,60
UCnnQ3ybuyFdzvgv2Ky5jnAA,92,77
UCnobTPLeBxWHurWHq8jzsnA,29,11
UCnsmVWGrFH4uZJ2MGqLlgDQ,28,22
UCnwUjPK7dXety-AJ4fNw_RQ,27,24
UCnxGkOGNMqQEUMvroOWps6Q,27,25
UCnzDWHTbEE5UWd3WuQAX6zQ,91,77
UCo-nxhA1c6OfgkZLb_x_zKg,15,9
UCo3Uz96PEWjZCLiRiR1qY0A,27,6
UCo621I_M2ojC6EK6xgZk3XA,29,12
UCo7a6riBFJ3tkeHjvkXPn1g,32,29
UCo8bcnLyZH8tBIH9V1mLgqQ,84,73
UCoJNIIiyO7LqVLdLXuBv_Kw,27,16
UCoK_woRkWBbkQ1L7wc-O2bQ,31,9
UCoL68NLLSUQqEDwMZPvrdEg,68,23
UCoL9102qjP4fMOCw4Hj1A4g,29,16
UCoMdktPbSTixAyNGwb-UYkQ,38,31
UCoMzWLaPjDJBbipihD694pQ,86,62
UCoORXcc2eQHEea-c6XoF64A,4,3
UCoOae5nYA7VqaXzerajD0lg,24,21
UCoOss5XiPpnLHGmLrBvNkJg,22,19
UCoPHzo6P_19R2DqiWDLIAtw,17,3
UCoQ82DJKX_kB5YTNBeYN-eQ,27,17
UCoU-uvuKOMfd8g8iFONan5Q,33,22
UCoUM-UJ7rirJYP8CQ0EIaHA,69,26
UCoV9RwQUEBZJX6EvP_s9XAg,33,1
UCoYPt6E_mUCXKM8e3ZoizCA,40,32
UCo_IB5145EVNcf8hw1Kku7w,28,20
UCo_sCO2CnxerFBIXCtdWi8A,54,46
UCoamPiVrts0-qXQNnTn5jEw,25,4
UCocx9hVUvgMMNupSEaD2GAQ,29,20
UCogNMtzi_CJwQkYtS30V5FA,16,4
UCoh-C01mA3H32unyTAOF0NQ,24,8
UCoihrBTsIlpFnTkJFU-kdtQ,5,1
UCoj4dX_MBHfO3OoOw8MMMbQ,29,16
UColWnHpgYPbb746xFSc_6wQ,20,17
UCorVBcR89wztpz9-dtz_nww,29,11
UCor_kFLwhSPubDOkuFFWNXA,15,14
UCotES3U7njuiKdCsGMhPT4A,1,0
UCow_f6rdMDzN2jBcHM-6sKw,25,14
UCp-IaqOaxH7OLYFb9FEHK2A,22,11
UCp-uaoJ9fD4o1wVnGAcK6XA,3,0
UCp6_KuNhT0kcFk-jXw9Tivg,31,9
UCp9UFnqm9oUr3U2GSNKBuew,25,21
UCp9fdMyEgqyhoZjUynb905g,7,6
UCpF_Q1Mr-KS_hsTNEu4oArg,15,10
UCpHWNd83s0a--p9myDq1Hfw,69,37
UCpIn7ox7j7bH_OFj7tYouOQ,72,72
UCpJtpB6phQSmGYqXwHMoW3g,26,9
UCpM3V4rrrwAq2l5pJ6v7A1w,31,8
UCpMNCbnIjxci0LUs4MVqFdQ,3,3
UCpMcsdZf2KkAnfmxiq2MfMQ,25,18
UCpPwodiYc4ceaqEBB54trHQ,23,14
UCpQyvmKsmErzFlYHH4UPcHA,27,6
UCpVH3AFcRbAri5OAUsYRZDw,317,30
UCpVm7bg6pXKo1Pr6k5kxG9A,136,87
UCpWP1zLlQDxaBQ_3DKg0ULQ,27,24
UCpWaR3gNAQGsX48cIlQC0qw,28,11
UCpYF_3dMxbTukeCG2GsgPbA,168,123
UCpbClyFMuJQJJH7skfiVeQg,109,78
UCpcuN4m4C69XMzGd8QypFYg,16,0
UCpeSv0N9tbe2V5fLMVrlodA,22,17
UCpjlh0e319ksmoOD7bQFSiw,8,8
UCpkMFmLkbaPwyBLACCnnoCg,23,9
UCplqZF_Lb77bi3eUsczSV1A,22,17
UCpoFTd5pm7T648WQYGDgjjw,13,3
UCpq2aZ_la87_eNCHTurQQNA,31,15
UCptwuAv0XQHo1OQUSaO6NHw,62,57
UCpuT8AlP9P9EgW_pZ0_xInQ,102,69
UCpvCCcbe2Grs0iZ2RScez6g,19,13
UCpvyOqtEc86X8w8_Se0t4-w,33,32
UCpx_k19S2vUutWUUM9qmXEg,57,26
UCq-Fj5jknLsUf-MWSy4_brA,53,17
UCq0grzC77X9UZd9xngQRTjg,27,26
UCq46lKycfqrBtUPTxUk_NRQ,27,10
UCq8DICunczvLuJJq414110A,27,12
UCqD1vWlpai9SUvfNfzVvUqA,32,30
UCqDOgbuIkgseaGA8JZsLffw,57,50
UCqFhfan_P2AmGVB1X2B-3Aw,31,3
UCqG3b7ktKbW_G6Zv0T6yiaQ,46,13
UCqIhj9E30fxRF-bL9gtIsUQ,23,22
UCqJ5EkPzmVHTTrrHtmgWeeg,23,19
UCqQo7ewe87aYAe7ub5UqXMw,58,48
UCqTwKvjbTENZDGbz2si47ag,24,14
UCqUGJJcQoXIZI0STu44JT0g,15,10
UCqW8jxh4tH1Z1sWPbkGWL4g,34,26
UCqYw-CTd1dU2yGI71sEyqNw,16,2
UCqbOeHaAUXw9Il7sBVG3_bw,59,42
UCqdjA0jxKFhUzUAe0OiWUzw,27,23
UCqfQLEryIx3r6OP2VhyNWQw,27,5
UCqlsXJpAOICV20pxH2knYXw,24,21
UCqoAEDirJPjEUFcF2FklnBA,57,50
UCqoGR_EedlhKDVuWNwYWRbg,30,27
UCqos1tl0RntucGGtPXNxkkA,48,44
UCqvaXJ1K3HheTPNjH-KpwXQ,20,18
UCqyBfm_H9ugGirk1ufYA2YA,1,1
UCqz1Z9I6GY0q0xvUnLqGHOg,25,14
UCr-yZBBIzqOkcHjmAF7YR7A,30,17
UCr546o7ImhGM57qoY0hHvkA,7,7
UCr57uNlkRtWt8IqMOvUSYKQ,35,25
UCr5qeBG9g7bGtMGyHG2GzbQ,26,22
UCr6Bv4M4Jsec9Xrc9lBOT7A,57,40
UCr9a47pzGZNAUY5srcczTAQ,30,0
UCrDcofIg9AJ3Ky3BGuMnqqw,28,25
UCrFFy9BMtlNsg2wsa4XbTPg,19,10
UCrHQf1k-GtPByMHRsJjxO5g,28,11
UCrILBI7SUyvBCeoJxFpJNhA,17,15
UCrKTle4swI2H8V02FLtO9PQ,20,13
UCrLar1K8tHn5Lg-cAm_5Kcw,31,16
UCrM7B7SL_g1edFOnmj-SDKg,5,2
UCrRpYEytIHGyDgNWO6VbHlQ,13,8
UCrSL5o7eTh5techsNfVVOfQ,30,20
UCrTFPf6rq5OUSWb7ILW9trg,57,54
UCrTphLe4-fZY3_jExXwvDaw,20,5
UCrUTphxarZzISDiXFsFnUUA,34,27
UCrUWAHwPl7vttqBIPF9ZUxQ,60,48
UCrXzMVbjcaVvVtihxNpBvMQ,28,20
UCra5tzbQ7y52Y8crzjw0Z2w,27,11
UCraiFqWi0qSIxXxXN4IHFBQ,54,50
UCrbGXkoiC7DPoTU4DgYnvfA,23,18
UCrbLDRbD7EmERikOq3_7f3A,38,33
UCrfaLdVUAziZq9_yRFKYuIQ,28,23
UCri2vpzFkOaNNfG0uGm2nMA,20,0
UCrioNC6jxZmDMwqtC5rN-Tw,31,13
UCrkKeDYNCXu4BDY_0h67d5Q,26,11
UCrlIS7z20CnVaCrMvdkig_g,81,47
UCroIgxbjoAkAosWsfi0bgNw,24,13
UCrp_UI8XtuYfpiqluWLD7Lw,46,34
UCruQg25yVBppUWjza8AlyZA,31,27
UCruUAAgi8FPOEhV_6nxD0ew,181,11
UCrwzY_i2KJdKMPHGdtwzG9w,25,19
UCrx5pVziMo1qzF8isicR5SQ,28,5
UCs63uwXA_s2ww279MOaXeZA,26,16
UCs6ZQr6vTKU83dLhTABrN4g,39,34
UCsAtSubtzDCbWqPcYlBHA-g,26,17
UCsBjURrPoezykLs9EqgamOA,252,209
UCsDTy8jvHcwMvSZf_JGi-FA,23,17
UCsDnS4kjqUkEgcdp4R2TAew,5,4
UCsLF0qPTpkYKq81HsjgzhwQ,61,51
UCsLo154Krjwhoz8W00N8ItA,24,23
UCsMica-v34Irf9KVTh6xx-g,4,3
UCsN32BtMd0IoByjJRNF12cw,58,54
UCsT0YIqwnpJCM-mx7-gSA4Q,171,135
UCsXVk37bltHxD1rDPwtNM8Q,225,185
UCsYDA8aP_UqKeP_Xn5BOy1Q,31,12
UCsYJZHxeliV-nmf6fjsoc-A,28,24
UCsYLXBQ7RaagLd45glOwGAg,23,1
UCsYW6Rl1rmrdEiDFKIyYzGw,47,42
UCsaS5aZjlJPJCzNwjEc3waw,33,24
UCsaYKdGyEV_4KIVGtekpZSg,32,18
UCsaoxVZ4JEnBSE1iJRNGrzA,30,17
UCsix2fSnlGKPbQML3ocXlVA,6,5
UCske8PIaYjaPH1yBr_JojwQ,31,27
UCsmXiDP8S40uBeJYxvyulmA,21,1
UCsoMNUy0dPoFRAPcOjvdLTQ,29,23
UCsolMy8fNfkCw9lf8zc97gA,31,24
UCsooa4yRKGN_zEE8iknghZA,322,260
UCsqoUqiKajSIn__sNlOQY3Q,37,2
UCsvqVGtbbyHaMoevxPAq9Fg,467,379
UCsxJ9QfYa6qRbSA7TYnxk1A,12,8
UCt0SMZB-AHg4_KKsccj4j5A,2,1
UCt7LW9qkbk1D1sp9nIIqNMQ,30,15
UCtBAlQkiTnjqzkSmO62iDvA,45,39
UCtBLBiEGfvSBu-kpvhCq_Rw,26,17
UCtBp5FUvxIQV-3Dn4K_43-A,29,16
UCtEgLf0_j1vJLz0aNEdO2SQ,64,15
UCtG-RVaX4Nzj7yTfwOerQpA,28,1
UCtICg50_YuHVuK_erIcjvaQ,27,9
UCtOyEDcQkpJ-W0dB_UxQWRg,33,21
UCtV0jyO_aGii8b_9oz0FktQ,33,20
UCtWWry0cgjWi9C0Ye9sh6og,19,17
UCtXCZmV0U0bTpDfE-rwMQIA,18,11
UCtXSHpoksPg_AowNJh1ooYA,28,14
UCtYLUTtgS3k1Fg4y5tAhLbw,60,47
UCtZR9z2LPpXr9UiLQF6KR0w,22,9
UCt_FevX1UdOAMKGvXIzwTLg,81,36
UCta3MuD7omvsJyb-SMQkKOQ,24,20
UCtatfZMf-8EkIwASXM4ts0A,46,41
UCteF4--g6cL7jXbmujpRfeQ,46,34
UCthbIFAxbXTTQEC7EcQvP1Q,38,0
UCtinbF-Q-fVthA0qrFQTgXQ,27,26
UCtke4StIE5z2EiF85Zeqb-A,33,0
UCtlAFoYl2aWb6pMiHCctQHA,12,9
UCtmMJ50FQfi_Ep3nSnnvouQ,20,2
UCtnHxTn2yi8Fs3R7EnuYKBA,55,19
UCtscFf8VayggrDYjOwDke_Q,22,19
UCttspZesZIDEwwpVIgoZtWQ,29,4
UCtwQvkMG2Ksbe2HhB1WJlOg,25,9
UCtxD1EvAN5gRHfk3S_v_s0w,27,15
UCtxbV-l2t708Y4tkGSn2IZg,23,14
UCu0HI0THVGFWA6y12gb8G0g,38,12
UCu6H0owNo5Cm_J2znpYBjGA,27,22
UCu6eDhSb-UJq7_vLgKe4vHw,33,5
UCu8YylsPiu9XfaQC74Hr_Gw,18,18
UCuFFtHWoLl5fauMMD5Ww2jA,28,28
UCuFPaemAaMR8R5cHzjy23dQ,52,0
UCuG1usSaVDBG-_6l0wJnPjQ,107,18
UCuH22czTKY_PcWHvSZ6ibdg,22,10
UCuMZUmEIz6V26xIFiyDRgJg,22,8
UCuNQquyFKKikkscE9OQwrvg,25,19
UCuPLku1Zrk6HMr2S51yGkpQ,117,71
UCuRgzt9d1Ht89wMrSfl97cQ,24,6
UCuTaETsuCOkJ0H_GAztWt0Q,28,25
UCuVLG9pThvBABcYCm7pkNkA,47,42
UCu_ddDIgIZREFg_N_1-z4nQ,22,18
UCub3Vt-aSQjYnj62vmVzx8g,86,78
UCuel4n7QXoG3HqclWqPaR1A,12,2
UCujEh8EooZHJe4YDinK3PAg,25,20
UCukbDcjeYSLtgUPtqVZh0tg,32,19
UCulYu1HEIa7f70L2lYZWHOw,48,31
UCulsxDuZ0gU8lzhpPAjUwUg,27,18
UCuoH9aFpJT0HltXb0XrKRNQ,32,12
UCupQd0e1leK4-Mj1wSfnkoQ,25,20
UCupvZG-5ko_eiXAupbDfxWw,53,37
UCutoQ8ltgJ_MXSU7ZsMe84A,4,1
UCuuIOPN4sluDyHqy8TI3MVQ,25,24
UCuuWA1J587Hlkt9mZ-CKKWg,23,1
UCuudpdbKmQWq2PPzYgVCWlA,32,29
UCuwJoiGWRxPYStBp0l0WuZw,25,18
UCuxfK38dUXj6oY_L4JjTCkA,30,21
UCv3cvTwgQy8nPj01yvn2yuw,62,61
UCv6T1ljYi3CETJ1Jqj1bFMQ,35,3
UCv9rbAUUpoW0k8MP2R4UEJA,23,21
UCvC4D8onUfXzvjTOM-dBfEA,30,22
UCvCYE-3TrY1GAe2l8K08N-w,59,53
UCvErWPrzaylp-zyK1OjsCvQ,26,2
UCvGwWJ_bcMkHRBuTNCL08cA,34,23
UCvHJzqB1KZMpZniAVWy3tkA,23,13
UCvHWfLnaHdnUcR8M8z2UJxQ,40,0
UCvHgAevYNV-A-bgA_edRjpA,26,5
UCvJJ_dzjViJCoLf5uKUTwoA,54,43
UCvKRFNawVcuz4b9ihUTApCg,25,25
UCvOca8do9ZtAkjytg_AU-JA,23,20
UCvQ6q0oG7EfECPCCOhuyaeg,23,9
UCvQECJukTDE2i6aCoMnS-Vg,51,43
UCvURWLttQQDceIRZfbXO3sw,120,0
UCvdxGWiC6FrVJSCso1tYOVQ,5,2
UCveWMJeHgcIUPMnFzd7Vxjg,22,13
UCvfrfH-VOHPYzMddGWIzoWw,25,19
UCvgT7Cks83k1VplVQxC4y4A,25,20
UCvhPRRiwI1_p4OBsY0yz6mg,50,41
UCvhd7zGGylSJtqk-7hXdmdg,31,14
UCvj3sUiOIvXZR00ZdMJFtwg,31,18
UCvldQYubivfnUE2_8HigYpA,29,19
UCvmofFg-oZc4jvBUIfZbjzg,20,14
UCvpBKe4PjxCctjIrE01OIIQ,36,31
UCvpredjG93ifbCP1Y77JyFA,34,5
UCvrQdOvBRW-ycBQ32o1BCQw,21,14
UCvrd6VtgWF7CwaZH1S0N-Qg,19,19
UCvt5p3A11M8zd8iJPCC5XvQ,29,16
UCvulgQYQPPUMwCs7tKMXO0g,144,127
UCvyZS6W6zMJCZBVzF-Ei6sw,30,18
UCvyz2XB3Seq9MCbtORt1WIw,57,46
UCvz84_Q0BbvZThy75mbd-Dg,109,85
UCvzhkIinfe7hDRQXHkVzMcA,14,12
UCw4IHIMsDO5wpIiprOSXiEA,28,10
UCw527CsYYlcRVR3W2ywMV0A,28,11
UCw8_bi1G4duPevdfktipGOA,30,20
UCw8euwnbhc7emu194zhEiDQ,19,14
UCwA37yjKZ4M4k3mTlM-qpBw,29,26
UCwAdQUuPT6laN-AQR17fe1g,41,16
UCwBAHbp-l9bSOooxu_E8FyQ,54,46
UCwD_1dpfM6bjfEMx-MB43uA,21,13
UCwDxUt_GJc_dwn0xOp0zRBw,24,17
UCwIWAbIeu0xI0ReKWOcw3eg,28,23
UCwKB_00dPL3x5XmHF9IJCrg,11,10
UCwLK17rpMFUfktQEcMzSyWg,34,26
UCwLnkUCslDiUs9JWSJPlOtA,3,3
UCwO9-5vM7QMcolhb-TrJozQ,54,25
UCwO9naEwEdTuT9Q5Vze6XCA,28,14
UCwPm5a6_r_uGMsF16UZZ7bA,30,26
UCwPmDlEaOe1BeZr57yL0vaw,20,14
UCwRa9t7B6WUDMjIdnZ7d6QA,27,9
UCwTRjvjVge51X-ILJ4i22ew,28,14
UCwV-2zV0843TeNAEs2FI0lw,35,12
UCwVUvwMBetYq3nAN4A72cZA,25,15
UCwVxN4-G_OidfmIW4R5VRFw,30,20
UCwXicok1yKCwDWJRkRbJ4KQ,54,39
UCwdx8ruzMqXKgoU4XsdHl8g,25,9
UCweDKPSF65wRw5VHFUJYiow,28,26
UCweYhLNq5E2Qde0OVJHrjEg,14,0
UCwgPdz1IA3zSAAeNHJfALVg,47,25
UCwjZbay3Abw2ub6oYOfIg9g,22,13
UCwlvSJdcMc7iGdR-aducSog,19,17
UCwmGHKwW6AE_NBQ3CNcO9-A,119,47
UCwmZiChSryoWQCZMIQezgTg,75,52
UCwn3j2CZShPwFCWgIPSi-8w,31,9
UCwr-evhuzGZgDFrq_1pLt_A,29,17
UCwuN1GVl0hP0dgBbYjXA51w,21,15
UCwwuSBYcErVlOpveYubHv4g,22,21
UCwx7Y3W30N8aS_tiCy2x-2g,40,33
UCwyVRKfytvjSF6q5s7noKZQ,26,16
UCx-KWLTKlB83hDI6UKECtJQ,29,20
UCx18ywTcohtS9lpNXt8noWQ,35,28
UCx9sVjT6kNuMHIq36IcA-LA,30,11
UCxB7jMnHekMzHsOl9iZpXrA,30,24
UCxEQsjgRRfGWiJJu_PDygxw,28,27
UCxEuzvS8X2ljN5LZACvE0jg,42,40
UCxH0sQJKG6Aq9-vFIPnDZ2A,56,38
UCxHOMpCncSCDosjuAMeL_QA,20,17
UCxHoBXkY88Tb8z1Ssj6CWsQ,4,0
UCxY6a-AggK955JXpEPzlRLA,29,1
UCxd6ifFZycyUB45d2t9VPQw,95,66
UCxgAuX3XZROujMmGphN_scA,63,60
UCxiPSgY4RjnUQBcEYwEPy0w,26,18
UCxjwyHfs_334MLK95XPqGwg,19,10
UCxk4OTmTmSVo5AanTHDr_Bg,30,18
UCxladMszXan-jfgzyeIMyvw,24,20
UCxoz4YfS4M3H3C57FD4jW4Q,51,47
UCxpK_qbte2WqEoI-F34a7ZQ,9,0
UCxqAWLTk1CmBvZFPzeZMd9A,120,97
UCxtoW6ub3QvAgVT2o76inpA,31,15
UCxyiSz4m161Z6frOsFxJpgw,32,29
UCy-k88ww-eWxy6saQFTfXSg,28,15
UCy0tKL1T7wFoYcxCe0xjN6Q,31,29
UCy287hC44mRWpFLj4hK8gKA,53,48
UCy5znSnfMsDwaLlROnZ7Qbg,32,0
UCy6xH_adPsNMD6rQ2yZXB6w,26,25
UCy9NvK3_XGS4o2Zu7P84wMg,26,25
UCyBnpGaK3caGK4Boyh5hYyw,27,20
UCyD4t-kBwhpc-g2jvmhVAwg,26,15
UCyEd6QBSgat5kkC6svyjudA,51,39
UCyHJ94JzwY92NsBVzJ2aE3Q,33,31
UCyHtTtGH3c79iPc5meGA-pg,27,15
UCyKs4L4EULCfySbTybA9bAg,53,25
UCyL0RJe41itDFjd70KKZIZQ,32,29
UCyOXuep3hUvothHwr9k2DAA,19,16
UCyRhbS1VVfjbO06sN0zxsjg,30,28
UCyTS-kqntjFL_qxt9orBytg,26,16
UCyUTC3jCAaLd639lo9n9Bqw,7,6
UCyXD1jAZBdZ4u0K-GLYC77Q,18,14
UCyXH3yV5iAiUex_-Rc-Flgg,89,63
UCyd1FQbwxPyOACQuYgFzsJg,31,24
UCyeVfsThIHM_mEZq7YXIQSQ,29,19
UCyfZyQz37aOcyFmbWGKEpqQ,14,4
UCyh5g11KbG_YdbRw1ktAJqA,25,16
UCyhEZKz-LOwgktptEOh6_Iw,41,37
UCykzEgCDsi-hV3vCFa3bkwQ,33,28
UCymzDnu-l3vZ1fxuqvRePOA,23,18
UCypAoMCRQuNL2RBwy-x4oQg,27,24
UCyuDROQgOF2HrPKqaDjRJUw,5,5
UCyzkxMLeZDcd_Qhzh6uMgbg,17,17
UCz1oFxMrgrQ82-276UCOU9w,43,38
UCz5osAvTYFKjb6Kjcep6vXA,26,20
UCz8QaiQxApLq8sLNcszYyJw,38,35
UCz8y1ABvo6PI1EB8mgyI8cg,26,16
UCzE0cBVasE3tUoUvnxxcn6Q,49,24
UCzF4Ryn8TKn64md77gS5Q5Q,15,13
UCzJ53fi4NuDCYWOk9PtEkCA,28,13
UCzPyTFA2S3m9EbCEYRLr5mQ,24,0
UCzS3-65Y91JhOxFiM7j6grg,26,19
UCzSSoloGEz10HALUAbYhngQ,33,17
UCzTaO6zbdD2FpjZes31ynWw,23,12
UCzWwWbbKHg4aodl0S35R6XA,39,37
UCzYB0J1KFFo5P2EAiRuwdJw,33,15
UCzZIOm9qU-yXukOYRSTlPvA,29,23
UCzaYH6WeohiHKj3Ih_GdZdQ,31,29
UCzcB6yUTNVsvamC_eaDTOCw,17,15
UCznj32AM2r98hZfTxrRo9bQ,26,17
UCzqKhRhaE0fNl_Lg9jTaXbQ,20,15
UCzsEAkRcIsKpd1WaJnRR97A,29,26
UCzuqE7-t13O4NIDYJfakrhw,33,29
UCzzFtVXMzxD08Zej-qokESw,35,17
